"Year","Age","Female","Male","Total"
1844,"14",61.4,56.34,117.74
1844,"15",63.8,60.89,124.69
1844,"16",67.14,66.94,134.08
1844,"17",71.03,74,145.03
1844,"18",75.5,82.06,157.56
1844,"19",80.52,91.13,171.65
1844,"20",85.65,100.33,185.98
1844,"21",88.98,106.14,195.12
1844,"22",90.06,107.67,197.73
1844,"23",88.88,104.93,193.81
1844,"24",85.44,97.92,183.36
1844,"25",80.38,87.79,168.17
1844,"26",76.23,79.15,155.38
1844,"27",73.64,73.16,146.8
1844,"28",72.61,69.8,142.41
1844,"29",73.13,69.11,142.24
1844,"30",74.92,70.62,145.54
1844,"31",76.81,72.65,149.46
1844,"32",78.56,74.73,153.29
1844,"33",80.14,76.89,157.03
1844,"34",81.56,79.11,160.67
1844,"35",82.93,81.5,164.43
1844,"36",84.68,84.42,169.1
1844,"37",86.91,87.97,174.88
1844,"38",89.64,92.15,181.79
1844,"39",92.85,96.97,189.82
1844,"40",96.22,102.03,198.25
1844,"41",98.32,105.85,204.17
1844,"42",98.81,108.03,206.84
1844,"43",97.69,108.58,206.27
1844,"44",94.96,107.51,202.47
1844,"45",91.1,105.34,196.44
1844,"46",88.01,104.25,192.26
1844,"47",86.15,104.79,190.94
1844,"48",85.55,106.93,192.48
1844,"49",86.18,110.69,196.87
1844,"50",87.84,115.51,203.35
1844,"51",89.62,119.07,208.69
1844,"52",91.3,120.82,212.12
1844,"53",92.88,120.74,213.62
1844,"54",94.37,118.86,213.23
1844,"55",96.18,116.02,212.2
1844,"56",100.08,115.76,215.84
1844,"57",106.49,118.95,225.44
1844,"58",115.4,125.59,240.99
1844,"59",126.84,135.68,262.52
1844,"60",139.77,148.05,287.82
1844,"61",150.2,158.07,308.27
1844,"62",157.11,164.54,321.65
1844,"63",160.52,167.47,327.99
1844,"64",160.42,166.88,327.3
1844,"65",157.75,163.56,321.31
1844,"66",156.36,160.75,317.11
1844,"67",157.18,159.27,316.45
1844,"68",160.22,159.12,319.34
1844,"69",165.48,160.29,325.77
1844,"70",172.14,162.23,334.37
1844,"71",176.94,162.71,339.65
1844,"72",179.08,161.2,340.28
1844,"73",178.53,157.69,336.22
1844,"74",175.31,152.16,327.47
1844,"75",169.87,145.05,314.92
1844,"76",164.06,138.03,302.09
1844,"77",158.32,131.5,289.82
1844,"78",152.66,125.48,278.14
1844,"79",147.08,119.95,267.03
1844,"80",141.24,114.54,255.78
1844,"81",133.84,107.63,241.47
1844,"82",124.52,98.87,223.39
1844,"83",113.28,88.23,201.51
1844,"84",100.13,75.73,175.86
1844,"85",85.64,61.98,147.62
1844,"86",72.11,49.61,121.72
1844,"87",60.08,39.21,99.29
1844,"88",49.58,30.8,80.38
1844,"89",40.59,24.39,64.98
1844,"90",33,19.74,52.74
1844,"91",26.31,15.9,42.21
1844,"92",20.41,12.63,33.04
1844,"93",15.3,9.93,25.23
1844,"94",10.98,7.8,18.78
1844,"95",7.44,6.18,13.62
1844,"96",4.62,4.81,9.43
1844,"97",2.49,3.61,6.1
1844,"98",1.08,2.61,3.69
1844,"99",0.37,1.79,2.16
1844,"100",0.25,1.13,1.38
1844,"101",0.24,0.63,0.87
1844,"102",0.21,0.23,0.44
1844,"103",0.18,0,0.18
1844,"104",0.12,0,0.12
1844,"105",0,0,0
1844,"106",0,0,0
1844,"107",0,0,0
1844,"108",0,0,0
1844,"109",0,0,0
1844,"110",0,0,0
1845,"0",3100,3846,6946
1845,"1",512.58,522.22,1034.8
1845,"2",351.42,362.78,714.2
1845,"3",201.96,195.81,397.77
1845,"4",119.04,104.19,223.23
1845,"5",102.76,92.09,194.85
1845,"6",98.72,93.2,191.92
1845,"7",93.35,90.96,184.31
1845,"8",86.62,85.35,171.97
1845,"9",78.55,76.39,154.94
1845,"10",69.84,65.17,135.01
1845,"11",63.33,56.12,119.45
1845,"12",59.7,50.33,110.03
1845,"13",58.97,47.82,106.79
1845,"14",61.15,48.56,109.71
1845,"15",65.68,52.39,118.07
1845,"16",70.44,58.55,128.99
1845,"17",74.91,66.86,141.77
1845,"18",79.06,77.3,156.36
1845,"19",82.91,89.9,172.81
1845,"20",86.26,103.41,189.67
1845,"21",88.32,112.93,201.25
1845,"22",88.89,117.22,206.11
1845,"23",87.97,116.3,204.27
1845,"24",85.56,110.14,195.7
1845,"25",82.21,99.93,182.14
1845,"26",80.11,90.35,170.46
1845,"27",79.8,82.59,162.39
1845,"28",81.29,76.63,157.92
1845,"29",84.59,72.48,157.07
1845,"30",89.2,70.09,159.29
1845,"31",93.29,69.19,162.48
1845,"32",96.4,69.75,166.15
1845,"33",98.5,71.75,170.25
1845,"34",99.61,75.22,174.83
1845,"35",99.8,79.82,179.62
1845,"36",99.36,84.37,183.73
1845,"37",98.36,88.56,186.92
1845,"38",96.8,92.4,189.2
1845,"39",94.69,95.87,190.56
1845,"40",92.27,98.99,191.26
1845,"41",90.62,101.75,192.37
1845,"42",89.98,104.16,194.14
1845,"43",90.36,106.21,196.57
1845,"44",91.76,107.89,199.65
1845,"45",93.82,109.28,203.1
1845,"46",95.13,110.57,205.7
1845,"47",95.31,111.83,207.14
1845,"48",94.38,113.06,207.44
1845,"49",92.34,114.25,206.59
1845,"50",89.67,115.34,205.01
1845,"51",88.38,116.02,204.4
1845,"52",88.94,116.26,205.2
1845,"53",91.36,116.04,207.4
1845,"54",95.65,115.34,210.99
1845,"55",101.5,114.75,216.25
1845,"56",107.65,116.38,224.03
1845,"57",113.8,120.81,234.61
1845,"58",119.95,128.03,247.98
1845,"59",126.09,138.03,264.12
1845,"60",132.24,149.9,282.14
1845,"61",138.35,159.92,298.27
1845,"62",144.43,167.17,311.6
1845,"63",150.48,171.65,322.13
1845,"64",156.5,173.36,329.86
1845,"65",162.33,172.78,335.11
1845,"66",167.35,171.85,339.2
1845,"67",171.38,171.06,342.44
1845,"68",174.44,170.41,344.85
1845,"69",176.51,169.9,346.41
1845,"70",177.6,169.34,346.94
1845,"71",177.7,168.02,345.72
1845,"72",176.8,165.74,342.54
1845,"73",174.9,162.53,337.43
1845,"74",172.01,158.36,330.37
1845,"75",168.13,153.19,321.32
1845,"76",163.35,146.78,310.13
1845,"77",157.69,139.09,296.78
1845,"78",151.13,130.11,281.24
1845,"79",143.7,119.84,263.54
1845,"80",135.31,108.58,243.89
1845,"81",125.72,97.51,223.23
1845,"82",114.87,86.92,201.79
1845,"83",102.75,76.81,179.56
1845,"84",89.36,67.18,156.54
1845,"85",75.23,58.04,133.27
1845,"86",62.49,49.3,111.79
1845,"87",51.68,40.99,92.67
1845,"88",42.79,33.08,75.87
1845,"89",35.81,25.58,61.39
1845,"90",30.48,18.65,49.13
1845,"91",25.69,12.9,38.59
1845,"92",21.15,8.47,29.62
1845,"93",16.86,5.37,22.23
1845,"94",12.83,3.61,16.44
1845,"95",9.12,2.95,12.07
1845,"96",6.06,2.49,8.55
1845,"97",3.69,2.01,5.7
1845,"98",2.04,1.53,3.57
1845,"99",1.09,1.02,2.11
1845,"100",0.74,0,0.74
1845,"101",0.53,0,0.53
1845,"102",0.37,0,0.37
1845,"103",0.23,0,0.23
1845,"104",0.13,0,0.13
1845,"105",0,0,0
1845,"106",0,0,0
1845,"107",0,0,0
1845,"108",0,0,0
1845,"109",0,0,0
1845,"110",0,0,0
1846,"0",3222,3959,7181
1846,"1",520.21,574.19,1094.4
1846,"2",344.79,395.81,740.6
1846,"3",232.32,221.39,453.71
1846,"4",163.68,125.61,289.29
1846,"5",128.55,110.26,238.81
1846,"6",104.76,108.05,212.81
1846,"7",86.79,102.12,188.91
1846,"8",74.62,92.46,167.08
1846,"9",68.28,79.1,147.38
1846,"10",66.81,63.45,130.26
1846,"11",66.54,51.2,117.74
1846,"12",66.54,43.78,110.32
1846,"13",66.79,41.17,107.96
1846,"14",67.31,43.4,110.71
1846,"15",68.14,49.65,117.79
1846,"16",69.45,56.72,126.17
1846,"17",71.28,63.79,135.07
1846,"18",73.63,70.88,144.51
1846,"19",76.5,77.97,154.47
1846,"20",79.74,84.75,164.49
1846,"21",82.75,89.86,172.61
1846,"22",85.38,92.99,178.37
1846,"23",87.63,94.13,181.76
1846,"24",89.51,93.28,182.79
1846,"25",90.83,90.71,181.54
1846,"26",90.92,87.52,178.44
1846,"27",89.6,83.96,173.56
1846,"28",86.89,80.05,166.94
1846,"29",82.76,75.77,158.53
1846,"30",77.83,71.52,149.35
1846,"31",74.4,68.82,143.22
1846,"32",73.09,68.06,141.15
1846,"33",73.89,69.24,143.13
1846,"34",76.79,72.36,149.15
1846,"35",81.31,76.98,158.29
1846,"36",85.48,81.25,166.73
1846,"37",88.83,84.77,173.6
1846,"38",91.35,87.51,178.86
1846,"39",93.03,89.48,182.51
1846,"40",94.01,90.91,184.92
1846,"41",94.78,92.68,187.46
1846,"42",95.48,95.02,190.5
1846,"43",96.1,97.94,194.04
1846,"44",96.63,101.45,198.08
1846,"45",97.09,105.33,202.42
1846,"46",97.4,108.78,206.18
1846,"47",97.55,111.62,209.17
1846,"48",97.56,113.83,211.39
1846,"49",97.42,115.43,212.85
1846,"50",97.19,116.51,213.7
1846,"51",97.2,117.53,214.73
1846,"52",97.5,118.56,216.06
1846,"53",98.1,119.64,217.74
1846,"54",99.01,120.75,219.76
1846,"55",100.46,122.02,222.48
1846,"56",103.5,123.98,227.48
1846,"57",108.36,126.77,235.13
1846,"58",115.07,130.39,245.46
1846,"59",123.6,134.84,258.44
1846,"60",133.46,139.92,273.38
1846,"61",142.58,144.87,287.45
1846,"62",150.45,149.52,299.97
1846,"63",157.08,153.85,310.93
1846,"64",162.46,157.85,320.31
1846,"65",166.61,161.49,328.1
1846,"66",169.62,164.46,334.08
1846,"67",171.52,166.73,338.25
1846,"68",172.29,168.25,340.54
1846,"69",171.95,169.06,341.01
1846,"70",170.84,169.07,339.91
1846,"71",170.25,167.89,338.14
1846,"72",170.53,165.47,336
1846,"73",171.69,161.77,333.46
1846,"74",173.71,156.81,330.52
1846,"75",176.01,150.71,326.72
1846,"76",176.21,143.97,320.18
1846,"77",173.7,136.72,310.42
1846,"78",168.5,128.94,297.44
1846,"79",160.58,120.65,281.23
1846,"80",150.32,111.91,262.23
1846,"81",139.09,103.02,242.11
1846,"82",127.23,94.07,221.3
1846,"83",114.74,85.04,199.78
1846,"84",101.62,75.95,177.57
1846,"85",88.12,66.8,154.92
1846,"86",75.22,57.66,132.88
1846,"87",63.16,48.56,111.72
1846,"88",51.94,39.5,91.44
1846,"89",41.56,30.46,72.02
1846,"90",32.16,21.76,53.92
1846,"91",24.2,14.57,38.77
1846,"92",17.83,9.19,27.02
1846,"93",13.02,5.62,18.64
1846,"94",9.81,3.86,13.67
1846,"95",7.92,3.59,11.51
1846,"96",6.37,3.47,9.84
1846,"97",4.91,3.17,8.08
1846,"98",3.54,2.71,6.25
1846,"99",2.26,2.07,4.33
1846,"100",0,1.3,1.3
1846,"101",0,0.68,0.68
1846,"102",0,0.02,0.02
1846,"103",0,0,0
1846,"104",0,0,0
1846,"105",0,0,0
1846,"106",0.02,0,0.02
1846,"107",0.32,0,0.32
1846,"108",0.37,0,0.37
1846,"109",0.3,0,0.3
1846,"110",0,0,0
1847,"0",3385,4218,7603
1847,"1",610.25,650.05,1260.3
1847,"2",408.75,444.95,853.7
1847,"3",261.62,259.21,520.83
1847,"4",176.38,153.78,330.16
1847,"5",144.82,127.87,272.69
1847,"6",126.63,117.4,244.03
1847,"7",111.72,106.37,218.09
1847,"8",100.09,94.77,194.86
1847,"9",91.74,82.59,174.33
1847,"10",86.24,70.52,156.76
1847,"11",81.8,61.27,143.07
1847,"12",77.98,55.5,133.48
1847,"13",74.78,53.23,128.01
1847,"14",72.2,54.46,126.66
1847,"15",70.36,58.77,129.13
1847,"16",69.69,64.58,134.27
1847,"17",70.31,71.5,141.81
1847,"18",72.23,79.51,151.74
1847,"19",75.43,88.64,164.07
1847,"20",79.58,98.01,177.59
1847,"21",83.27,104.21,187.48
1847,"22",86.19,106.41,192.6
1847,"23",88.31,104.6,192.91
1847,"24",89.65,98.77,188.42
1847,"25",90.15,89.89,180.04
1847,"26",89.69,81.75,171.44
1847,"27",88.22,75.31,163.53
1847,"28",85.73,70.56,156.29
1847,"29",82.22,67.5,149.72
1847,"30",78.26,66.08,144.34
1847,"31",76.09,66.02,142.11
1847,"32",76.26,67.29,143.55
1847,"33",78.77,69.87,148.64
1847,"34",83.63,73.76,157.39
1847,"35",90.04,78.56,168.6
1847,"36",94.88,82.73,177.61
1847,"37",97.36,85.84,183.2
1847,"38",97.48,87.92,185.4
1847,"39",95.24,88.96,184.2
1847,"40",91.21,89.37,180.58
1847,"41",87.71,90.83,178.54
1847,"42",85.3,93.74,179.04
1847,"43",83.99,98.11,182.1
1847,"44",83.78,103.95,187.73
1847,"45",84.52,110.6,195.12
1847,"46",85.59,115.59,201.18
1847,"47",86.83,118.3,205.13
1847,"48",88.24,118.7,206.94
1847,"49",89.83,116.81,206.64
1847,"50",91.48,113.18,204.66
1847,"51",92.68,110.08,202.76
1847,"52",93.35,108.1,201.45
1847,"53",93.47,107.21,200.68
1847,"54",93.03,107.43,200.46
1847,"55",92.51,108.77,201.28
1847,"56",93.79,111.38,205.17
1847,"57",97.34,115.3,212.64
1847,"58",103.15,120.51,223.66
1847,"59",111.22,127.03,238.25
1847,"60",120.94,134.47,255.41
1847,"61",129.83,141.31,271.14
1847,"62",137.25,147.18,284.43
1847,"63",143.23,152.07,295.3
1847,"64",147.74,155.97,303.71
1847,"65",150.94,158.87,309.81
1847,"66",153.33,160.52,313.85
1847,"67",155.06,160.89,315.95
1847,"68",156.13,159.97,316.1
1847,"69",156.53,157.77,314.3
1847,"70",156.49,154.5,310.99
1847,"71",156.84,151.04,307.88
1847,"72",157.8,147.58,305.38
1847,"73",159.35,144.15,303.5
1847,"74",161.53,140.72,302.25
1847,"75",163.77,137.27,301.04
1847,"76",163.92,133.6,297.52
1847,"77",161.43,129.67,291.1
1847,"78",156.32,125.46,281.78
1847,"79",148.56,121.01,269.57
1847,"80",138.53,115.98,254.51
1847,"81",127.66,109.22,236.88
1847,"82",116.29,100.43,216.72
1847,"83",104.43,89.61,194.04
1847,"84",92.07,76.75,168.82
1847,"85",79.51,62.55,142.06
1847,"86",67.81,49.77,117.58
1847,"87",57.25,39.09,96.34
1847,"88",47.85,30.52,78.37
1847,"89",39.59,24.07,63.66
1847,"90",32.41,19.43,51.84
1847,"91",26.15,15.5,41.65
1847,"92",20.74,11.98,32.72
1847,"93",16.19,8.88,25.07
1847,"94",12.5,6.21,18.71
1847,"95",9.58,3.97,13.55
1847,"96",7.17,2.25,9.42
1847,"97",5.17,1.06,6.23
1847,"98",3.61,0.42,4.03
1847,"99",2.47,0.3,2.77
1847,"100",1.71,0.6,2.31
1847,"101",1.12,0.85,1.97
1847,"102",0.67,0.96,1.63
1847,"103",0.35,0.9,1.25
1847,"104",0.15,0.68,0.83
1847,"105",0,0,0
1847,"106",0,0,0
1847,"107",0,0,0
1847,"108",0,0,0
1847,"109",0,0,0
1847,"110",0,0,0
1848,"0",3906,4907,8813
1848,"1",712.74,812.12,1524.86
1848,"2",483.26,568.87,1052.13
1848,"3",291.31,297.37,588.68
1848,"4",184.69,145.62,330.31
1848,"5",158.99,123.78,282.77
1848,"6",148.77,124.44,273.21
1848,"7",137.67,120.75,258.42
1848,"8",125.71,112.71,238.42
1848,"9",112.85,100.32,213.17
1848,"10",99.74,84.93,184.67
1848,"11",88.79,71.93,160.72
1848,"12",80.62,62.66,143.28
1848,"13",75.23,57.13,132.36
1848,"14",72.62,55.34,127.96
1848,"15",72.57,57.06,129.63
1848,"16",74.16,61.42,135.58
1848,"17",77.17,68.19,145.36
1848,"18",81.62,77.37,158.99
1848,"19",87.47,88.96,176.43
1848,"20",94.18,101.76,195.94
1848,"21",99.43,110.92,210.35
1848,"22",102.63,115.24,217.87
1848,"23",103.81,114.72,218.53
1848,"24",102.95,109.37,212.32
1848,"25",100.5,100.25,200.75
1848,"26",98.23,91.69,189.92
1848,"27",96.58,84.76,181.34
1848,"28",95.55,79.47,175.02
1848,"29",95.12,75.82,170.94
1848,"30",95.25,73.73,168.98
1848,"31",95.64,72.89,168.53
1848,"32",96.22,73.22,169.44
1848,"33",96.97,74.74,171.71
1848,"34",97.91,77.42,175.33
1848,"35",98.9,81.01,179.91
1848,"36",99.39,84.43,183.82
1848,"37",99.24,87.43,186.67
1848,"38",98.45,90,188.45
1848,"39",97.02,92.13,189.15
1848,"40",95.2,93.96,189.16
1848,"41",93.87,96.02,189.89
1848,"42",93.27,98.45,191.72
1848,"43",93.4,101.22,194.62
1848,"44",94.27,104.35,198.62
1848,"45",95.61,107.76,203.37
1848,"46",96.4,111.06,207.46
1848,"47",96.4,114.19,210.59
1848,"48",95.59,117.12,212.71
1848,"49",93.99,119.88,213.87
1848,"50",91.99,122.38,214.37
1848,"51",91.24,124.43,215.67
1848,"52",92.15,125.93,218.08
1848,"53",94.71,126.9,221.61
1848,"54",98.93,127.36,226.29
1848,"55",104.3,127.4,231.7
1848,"56",108.86,127.56,236.42
1848,"57",112.12,127.96,240.08
1848,"58",114.04,128.6,242.64
1848,"59",114.67,129.48,244.15
1848,"60",114.77,130.88,245.65
1848,"61",117.53,133.92,251.45
1848,"62",123.75,138.88,262.63
1848,"63",133.41,145.76,279.17
1848,"64",146.53,154.56,301.09
1848,"65",161.86,164.45,326.31
1848,"66",174.44,172.15,346.59
1848,"67",183,176.82,359.82
1848,"68",187.56,178.48,366.04
1848,"69",188.13,177.1,365.23
1848,"70",185.31,173.11,358.42
1848,"71",181.56,167.99,349.55
1848,"72",177.5,162.14,339.64
1848,"73",173.15,155.55,328.7
1848,"74",168.48,148.23,316.71
1848,"75",163.68,140.46,304.14
1848,"76",159.43,133.31,292.74
1848,"77",155.88,127.09,282.97
1848,"78",153.06,121.77,274.83
1848,"79",150.94,117.37,268.31
1848,"80",148.89,113.36,262.25
1848,"81",144.27,107.72,251.99
1848,"82",136.42,99.94,236.36
1848,"83",125.35,90.02,215.37
1848,"84",111.07,77.96,189.03
1848,"85",94.38,64.42,158.8
1848,"86",78.58,52.01,130.59
1848,"87",64.49,41.4,105.89
1848,"88",52.11,32.59,84.7
1848,"89",41.45,25.58,67.03
1848,"90",32.43,20.17,52.6
1848,"91",24.86,15.63,40.49
1848,"92",18.63,11.74,30.37
1848,"93",13.78,8.52,22.3
1848,"94",10.29,5.94,16.23
1848,"95",7.99,4,11.99
1848,"96",6.13,2.5,8.63
1848,"97",4.54,1.4,5.94
1848,"98",3.2,0.7,3.9
1848,"99",2.13,0.4,2.53
1848,"100",1.3,0.41,1.71
1848,"101",0.67,0.45,1.12
1848,"102",0.02,0.45,0.47
1848,"103",0,0.4,0.4
1848,"104",0,0.29,0.29
1848,"105",0,0,0
1848,"106",0,0,0
1848,"107",0,0,0
1848,"108",0,0,0
1848,"109",0,0,0
1848,"110",0,0,0
1849,"0",3743,4594,8337
1849,"1",762.3,810.59,1572.89
1849,"2",516.71,548.42,1065.13
1849,"3",314.51,337.19,651.7
1849,"4",198.49,214.81,413.3
1849,"5",163.51,174.65,338.16
1849,"6",146.44,152.49,298.93
1849,"7",131.48,132.27,263.75
1849,"8",118.64,113.98,232.62
1849,"9",107.93,97.62,205.55
1849,"10",99.15,83.43,182.58
1849,"11",91.56,72.27,163.83
1849,"12",84.99,64.35,149.34
1849,"13",79.42,59.68,139.1
1849,"14",74.87,58.27,133.14
1849,"15",71.55,59.85,131.4
1849,"16",70.29,63.5,133.79
1849,"17",71.32,68.98,140.3
1849,"18",74.63,76.27,150.9
1849,"19",80.23,85.39,165.62
1849,"20",87.38,95.34,182.72
1849,"21",93.13,102.11,195.24
1849,"22",96.74,104.75,201.49
1849,"23",98.21,103.23,201.44
1849,"24",97.55,97.56,195.11
1849,"25",95.24,88.92,184.16
1849,"26",93.29,82.03,175.32
1849,"27",92.16,78.07,170.23
1849,"28",91.87,77.04,168.91
1849,"29",92.44,78.94,171.38
1849,"30",93.68,82.95,176.63
1849,"31",94.96,85.79,180.75
1849,"32",96.12,86.61,182.73
1849,"33",97.16,85.42,182.58
1849,"34",98.09,82.23,180.32
1849,"35",98.81,77.89,176.7
1849,"36",99.06,75.87,174.93
1849,"37",98.76,77.03,175.79
1849,"38",97.89,81.35,179.24
1849,"39",96.48,88.87,185.35
1849,"40",94.64,98.61,193.25
1849,"41",92.9,106.79,199.69
1849,"42",91.37,112.49,203.86
1849,"43",90.08,115.7,205.78
1849,"44",89.01,116.41,205.42
1849,"45",88.34,115.16,203.5
1849,"46",88.78,114.13,202.91
1849,"47",90.51,113.85,204.36
1849,"48",93.53,114.32,207.85
1849,"49",97.83,115.54,213.37
1849,"50",102.91,117.5,220.41
1849,"51",106.73,120.11,226.84
1849,"52",108.77,123.36,232.13
1849,"53",109.04,127.25,236.29
1849,"54",107.53,131.78,239.31
1849,"55",104.99,136.59,241.58
1849,"56",104.4,140.27,244.67
1849,"57",106.51,142.48,248.99
1849,"58",111.3,143.21,254.51
1849,"59",118.8,142.46,261.26
1849,"60",128.52,140.98,269.5
1849,"61",138.54,141.72,280.26
1849,"62",148.38,145.43,293.81
1849,"63",158.04,152.11,310.15
1849,"64",167.53,161.77,329.3
1849,"65",176.63,173.37,350
1849,"66",184.48,182.84,367.32
1849,"67",190.87,189.16,380.03
1849,"68",195.78,192.31,388.09
1849,"69",199.23,192.31,391.54
1849,"70",201.27,189.6,390.87
1849,"71",202.1,185.87,387.97
1849,"72",201.76,181.57,383.33
1849,"73",200.26,176.7,376.96
1849,"74",197.6,171.26,368.86
1849,"75",193.85,165.21,359.06
1849,"76",189.28,158.35,347.63
1849,"77",183.95,150.64,334.59
1849,"78",177.87,142.1,319.97
1849,"79",171.05,132.7,303.75
1849,"80",163.27,122.55,285.82
1849,"81",153.76,111.99,265.75
1849,"82",142.32,101.11,243.43
1849,"83",128.96,89.93,218.89
1849,"84",113.67,78.43,192.1
1849,"85",97.01,66.83,163.84
1849,"86",81.19,55.97,137.16
1849,"87",66.79,46.06,112.85
1849,"88",53.8,37.09,90.89
1849,"89",42.21,29.07,71.28
1849,"90",32.1,22.04,54.14
1849,"91",23.74,16.15,39.89
1849,"92",17.19,11.43,28.62
1849,"93",12.45,7.88,20.33
1849,"94",9.52,5.5,15.02
1849,"95",8.12,4.13,12.25
1849,"96",7.04,3.1,10.14
1849,"97",5.97,2.23,8.2
1849,"98",4.94,1.53,6.47
1849,"99",3.93,1,4.93
1849,"100",2.98,0.61,3.59
1849,"101",2.14,0.32,2.46
1849,"102",1.45,0.06,1.51
1849,"103",0.91,0,0.91
1849,"104",0.51,0,0.51
1849,"105",0,0,0
1849,"106",0,0,0
1849,"107",0,0,0
1849,"108",0,0,0
1849,"109",0,0,0
1849,"110",0,0,0
1850,"0",3557,4579,8136
1850,"1",792.25,840.58,1632.83
1850,"2",516.75,562.41,1079.16
1850,"3",367.36,362.7,730.06
1850,"4",278.65,245.29,523.94
1850,"5",227.92,198.04,425.96
1850,"6",189.84,168.51,358.35
1850,"7",158.08,143.59,301.67
1850,"8",132.64,123.28,255.92
1850,"9",113.51,107.58,221.09
1850,"10",99.95,95.87,195.82
1850,"11",89.01,85.76,174.77
1850,"12",79.93,76.63,156.56
1850,"13",72.72,68.46,141.18
1850,"14",67.38,61.28,128.66
1850,"15",63.92,55.73,119.65
1850,"16",62.41,54.45,116.86
1850,"17",62.84,58.08,120.92
1850,"18",65.24,66.64,131.88
1850,"19",69.59,80.1,149.69
1850,"20",75.37,96.77,172.14
1850,"21",80.48,109.77,190.25
1850,"22",84.4,117.38,201.78
1850,"23",87.11,119.62,206.73
1850,"24",88.64,116.46,205.1
1850,"25",89.17,108.95,198.12
1850,"26",89.54,101.2,190.74
1850,"27",89.96,94.22,184.18
1850,"28",90.42,88.03,178.45
1850,"29",90.91,82.61,173.52
1850,"30",91.39,78.12,169.51
1850,"31",91.51,75.13,166.64
1850,"32",91.22,73.77,164.99
1850,"33",90.51,74.03,164.54
1850,"34",89.38,75.94,165.32
1850,"35",87.97,79.18,167.15
1850,"36",86.85,82.6,169.45
1850,"37",86.17,85.91,172.08
1850,"38",85.92,89.1,175.02
1850,"39",86.09,92.19,178.28
1850,"40",86.63,95.24,181.87
1850,"41",87.27,98.57,185.84
1850,"42",87.96,102.24,190.2
1850,"43",88.69,106.28,194.97
1850,"44",89.46,110.66,200.12
1850,"45",90.24,115.14,205.38
1850,"46",90.93,118.73,209.66
1850,"47",91.51,121.15,212.66
1850,"48",91.98,122.43,214.41
1850,"49",92.33,122.54,214.87
1850,"50",92.75,121.8,214.55
1850,"51",93.93,121.43,215.36
1850,"52",96.06,121.73,217.79
1850,"53",99.13,122.7,221.83
1850,"54",103.13,124.34,227.47
1850,"55",107.95,126.46,234.41
1850,"56",112.99,128.34,241.33
1850,"57",118.11,129.81,247.92
1850,"58",123.32,130.87,254.19
1850,"59",128.63,131.51,260.14
1850,"60",134.04,132.02,266.06
1850,"61",139.72,133.57,273.29
1850,"62",145.71,136.46,282.17
1850,"63",151.98,140.69,292.67
1850,"64",158.55,146.26,304.81
1850,"65",165.38,152.84,318.22
1850,"66",172.27,159.08,331.35
1850,"67",179.18,164.67,343.85
1850,"68",186.11,169.58,355.69
1850,"69",193.07,173.83,366.9
1850,"70",199.34,177.07,376.41
1850,"71",202.15,177.89,380.04
1850,"72",200.77,175.96,376.73
1850,"73",195.23,171.27,366.5
1850,"74",185.52,163.82,349.34
1850,"75",172.84,154.28,327.12
1850,"76",162.04,145.3,307.34
1850,"77",154.32,137.57,291.89
1850,"78",149.68,131.06,280.74
1850,"79",148.12,125.78,273.9
1850,"80",148.34,121.2,269.54
1850,"81",145.11,115.12,260.23
1850,"82",137.14,107.03,244.17
1850,"83",124.44,96.9,221.34
1850,"84",106.97,84.76,191.73
1850,"85",86.13,71.13,157.26
1850,"86",67.34,58.26,125.6
1850,"87",51.98,46.69,98.67
1850,"88",40.03,36.43,76.46
1850,"89",31.5,27.48,58.98
1850,"90",25.9,19.85,45.75
1850,"91",21.27,13.62,34.89
1850,"92",17.12,8.79,25.91
1850,"93",13.45,5.37,18.82
1850,"94",10.26,3.37,13.63
1850,"95",7.56,2.54,10.1
1850,"96",5.32,2,7.32
1850,"97",3.54,1.53,5.07
1850,"98",2.22,1.13,3.35
1850,"99",1.36,0.8,2.16
1850,"100",0.9,0.51,1.41
1850,"101",0.57,0.3,0.87
1850,"102",0.33,0.15,0.48
1850,"103",0.15,0.04,0.19
1850,"104",0.06,0,0.06
1850,"105",0,0,0
1850,"106",0,0,0
1850,"107",0,0,0
1850,"108",0,0,0
1850,"109",0,0,0
1850,"110",0,0,0
1851,"0",3623,4685,8308
1851,"1",788.58,833.61,1622.19
1851,"2",512.41,555.39,1067.8
1851,"3",372.32,361.69,734.01
1851,"4",284.68,251.31,535.99
1851,"5",224.96,210.53,435.49
1851,"6",178.72,185.67,364.39
1851,"7",142.34,163.3,305.64
1851,"8",115.82,143.43,259.25
1851,"9",99.16,126.05,225.21
1851,"10",90.91,110.82,201.73
1851,"11",85.23,96.27,181.5
1851,"12",80.68,82.06,162.74
1851,"13",77.25,68.19,145.44
1851,"14",74.93,54.66,129.59
1851,"15",73.8,43.4,117.2
1851,"16",74,42.16,116.16
1851,"17",75.6,52.86,128.46
1851,"18",78.6,75.5,154.1
1851,"19",83,110.08,193.08
1851,"20",88.39,152.06,240.45
1851,"21",93.18,183.15,276.33
1851,"22",96.99,198.83,295.82
1851,"23",99.8,199.08,298.88
1851,"24",101.62,183.89,285.51
1851,"25",102.64,156.99,259.63
1851,"26",103.69,133.19,236.88
1851,"27",104.97,116.19,221.16
1851,"28",106.48,106.01,212.49
1851,"29",108.21,102.63,210.84
1851,"30",109.85,104.65,214.5
